source,column,null_count,null_percentage
train_transaction,V61,77096,13.055169844549058
train_transaction,V62,77096,13.055169844549058
train_transaction,V63,77096,13.055169844549058
train_transaction,V64,77096,13.055169844549058
train_transaction,V65,77096,13.055169844549058
train_transaction,V66,77096,13.055169844549058
train_transaction,V67,77096,13.055169844549058
train_transaction,V68,77096,13.055169844549058
train_transaction,V69,77096,13.055169844549058
train_transaction,V70,77096,13.055169844549058
train_transaction,V71,77096,13.055169844549058
train_transaction,V72,77096,13.055169844549058
train_transaction,V73,77096,13.055169844549058
train_transaction,V74,77096,13.055169844549058
train_transaction,V75,89164,15.098723202492634
train_transaction,V76,89164,15.098723202492634
train_transaction,V77,89164,15.098723202492634
train_transaction,V78,89164,15.098723202492634
train_transaction,V79,89164,15.098723202492634
train_transaction,V80,89164,15.098723202492634
train_transaction,V81,89164,15.098723202492634
train_transaction,V82,89164,15.098723202492634
train_transaction,V83,89164,15.098723202492634
train_transaction,V84,89164,15.098723202492634
train_transaction,V85,89164,15.098723202492634
train_transaction,V86,89164,15.098723202492634
train_transaction,V87,89164,15.098723202492634
train_transaction,V88,89164,15.098723202492634
train_transaction,V89,89164,15.098723202492634
train_transaction,V90,89164,15.098723202492634
train_transaction,V91,89164,15.098723202492634
train_transaction,V92,89164,15.098723202492634
train_transaction,V93,89164,15.098723202492634
train_transaction,V94,89164,15.098723202492634
train_transaction,V95,314,0.053171673383682734
train_transaction,V96,314,0.053171673383682734
train_transaction,V97,314,0.053171673383682734
train_transaction,V98,314,0.053171673383682734
train_transaction,V99,314,0.053171673383682734
train_transaction,V100,314,0.053171673383682734
train_transaction,V101,314,0.053171673383682734
train_transaction,V102,314,0.053171673383682734
train_transaction,V103,314,0.053171673383682734
train_transaction,V104,314,0.053171673383682734
train_transaction,V105,314,0.053171673383682734
train_transaction,V106,314,0.053171673383682734
train_transaction,V107,314,0.053171673383682734
train_transaction,V108,314,0.053171673383682734
train_transaction,V109,314,0.053171673383682734
train_transaction,V110,314,0.053171673383682734
train_transaction,V111,314,0.053171673383682734
train_transaction,V112,314,0.053171673383682734
train_transaction,V113,314,0.053171673383682734
train_transaction,V114,314,0.053171673383682734
train_transaction,V115,314,0.053171673383682734
train_transaction,V116,314,0.053171673383682734
train_transaction,V117,314,0.053171673383682734
train_transaction,V118,314,0.053171673383682734
train_transaction,V119,314,0.053171673383682734
train_transaction,V120,314,0.053171673383682734
train_transaction,V121,314,0.053171673383682734
train_transaction,V122,314,0.053171673383682734
train_transaction,V123,314,0.053171673383682734
train_transaction,V124,314,0.053171673383682734
train_transaction,V125,314,0.053171673383682734
train_transaction,V126,314,0.053171673383682734
train_transaction,V127,314,0.053171673383682734
train_transaction,V128,314,0.053171673383682734
train_transaction,V129,314,0.053171673383682734
train_transaction,V130,314,0.053171673383682734
train_transaction,V131,314,0.053171673383682734
train_transaction,V132,314,0.053171673383682734
train_transaction,V133,314,0.053171673383682734
train_transaction,V134,314,0.053171673383682734
train_transaction,V135,314,0.053171673383682734
train_transaction,V136,314,0.053171673383682734
train_transaction,V137,314,0.053171673383682734
train_transaction,V138,508595,86.12371727571376
train_transaction,V139,508595,86.12371727571376
train_transaction,V140,508595,86.12371727571376
train_transaction,V141,508595,86.12371727571376
train_transaction,V142,508595,86.12371727571376
train_transaction,V143,508589,86.12270125647713
train_transaction,V144,508589,86.12270125647713
train_transaction,V145,508589,86.12270125647713
train_transaction,V146,508595,86.12371727571376
train_transaction,V147,508595,86.12371727571376
train_transaction,V148,508595,86.12371727571376
train_transaction,V149,508595,86.12371727571376
train_transaction,V150,508589,86.12270125647713
train_transaction,V151,508589,86.12270125647713
train_transaction,V152,508589,86.12270125647713
train_transaction,V153,508595,86.12371727571376
train_transaction,V154,508595,86.12371727571376
train_transaction,V155,508595,86.12371727571376
train_transaction,V156,508595,86.12371727571376
train_transaction,V157,508595,86.12371727571376
train_transaction,V158,508595,86.12371727571376
train_transaction,V159,508589,86.12270125647713
train_transaction,V160,508589,86.12270125647713
train_transaction,V161,508595,86.12371727571376
train_transaction,V162,508595,86.12371727571376
train_transaction,V163,508595,86.12371727571376
train_transaction,V164,508589,86.12270125647713
train_transaction,V165,508589,86.12270125647713
train_transaction,V166,508589,86.12270125647713
train_transaction,V167,450909,76.35536966166559
train_transaction,V168,450909,76.35536966166559
train_transaction,V169,450721,76.32353439225116
train_transaction,V170,450721,76.32353439225116
train_transaction,V171,450721,76.32353439225116
train_transaction,V172,450909,76.35536966166559
train_transaction,V173,450909,76.35536966166559
train_transaction,V174,450721,76.32353439225116
train_transaction,V175,450721,76.32353439225116
train_transaction,V176,450909,76.35536966166559
train_transaction,V177,450909,76.35536966166559
train_transaction,V178,450909,76.35536966166559
train_transaction,V179,450909,76.35536966166559
train_transaction,V180,450721,76.32353439225116
train_transaction,V181,450909,76.35536966166559
train_transaction,V182,450909,76.35536966166559
train_transaction,V183,450909,76.35536966166559
train_transaction,V184,450721,76.32353439225116
train_transaction,V185,450721,76.32353439225116
train_transaction,V186,450909,76.35536966166559
train_transaction,V187,450909,76.35536966166559
train_transaction,V188,450721,76.32353439225116
train_transaction,V189,450721,76.32353439225116
train_transaction,V190,450909,76.35536966166559
train_transaction,V191,450909,76.35536966166559
train_transaction,V192,450909,76.35536966166559
train_transaction,V193,450909,76.35536966166559
train_transaction,V194,450721,76.32353439225116
train_transaction,V195,450721,76.32353439225116
train_transaction,V196,450909,76.35536966166559
train_transaction,V197,450721,76.32353439225116
train_transaction,V198,450721,76.32353439225116
train_transaction,V199,450909,76.35536966166559
train_transaction,V200,450721,76.32353439225116
train_transaction,V201,450721,76.32353439225116
train_transaction,V202,450909,76.35536966166559
train_transaction,V203,450909,76.35536966166559
train_transaction,V204,450909,76.35536966166559
train_transaction,V205,450909,76.35536966166559
train_transaction,V206,450909,76.35536966166559
train_transaction,V207,450909,76.35536966166559
train_transaction,V208,450721,76.32353439225116
train_transaction,V209,450721,76.32353439225116
train_transaction,V210,450721,76.32353439225116
train_transaction,V211,450909,76.35536966166559
train_transaction,V212,450909,76.35536966166559
train_transaction,V213,450909,76.35536966166559
train_transaction,V214,450909,76.35536966166559
train_transaction,V215,450909,76.35536966166559
train_transaction,V216,450909,76.35536966166559
train_transaction,V217,460110,77.91343516103905
train_transaction,V218,460110,77.91343516103905
train_transaction,V219,460110,77.91343516103905
train_transaction,V220,449124,76.0531039387679
train_transaction,V221,449124,76.0531039387679
train_transaction,V222,449124,76.0531039387679
train_transaction,V223,460110,77.91343516103905
train_transaction,V224,460110,77.91343516103905
train_transaction,V225,460110,77.91343516103905
train_transaction,V226,460110,77.91343516103905
train_transaction,V227,449124,76.0531039387679
train_transaction,V228,460110,77.91343516103905
train_transaction,V229,460110,77.91343516103905
train_transaction,V230,460110,77.91343516103905
train_transaction,V231,460110,77.91343516103905
train_transaction,V232,460110,77.91343516103905
train_transaction,V233,460110,77.91343516103905
train_transaction,V234,449124,76.0531039387679
train_transaction,V235,460110,77.91343516103905
train_transaction,V236,460110,77.91343516103905
train_transaction,V237,460110,77.91343516103905
train_transaction,V238,449124,76.0531039387679
train_transaction,V239,449124,76.0531039387679
train_transaction,V240,460110,77.91343516103905
train_transaction,V241,460110,77.91343516103905
train_transaction,V242,460110,77.91343516103905
train_transaction,V243,460110,77.91343516103905
train_transaction,V244,460110,77.91343516103905
train_transaction,V245,449124,76.0531039387679
train_transaction,V246,460110,77.91343516103905
train_transaction,V247,460110,77.91343516103905
train_transaction,V248,460110,77.91343516103905
train_transaction,V249,460110,77.91343516103905
train_transaction,V250,449124,76.0531039387679
train_transaction,V251,449124,76.0531039387679
train_transaction,V252,460110,77.91343516103905
train_transaction,V253,460110,77.91343516103905
train_transaction,V254,460110,77.91343516103905
train_transaction,V255,449124,76.0531039387679
train_transaction,V256,449124,76.0531039387679
train_transaction,V257,460110,77.91343516103905
train_transaction,V258,460110,77.91343516103905
train_transaction,V259,449124,76.0531039387679
train_transaction,V260,460110,77.91343516103905
train_transaction,V261,460110,77.91343516103905
train_transaction,V262,460110,77.91343516103905
train_transaction,V263,460110,77.91343516103905
train_transaction,V264,460110,77.91343516103905
train_transaction,V265,460110,77.91343516103905
train_transaction,V266,460110,77.91343516103905
train_transaction,V267,460110,77.91343516103905
train_transaction,V268,460110,77.91343516103905
train_transaction,V269,460110,77.91343516103905
train_transaction,V270,449124,76.0531039387679
train_transaction,V271,449124,76.0531039387679
train_transaction,V272,449124,76.0531039387679
train_transaction,V273,460110,77.91343516103905
train_transaction,V274,460110,77.91343516103905
train_transaction,V275,460110,77.91343516103905
train_transaction,V276,460110,77.91343516103905
train_transaction,V277,460110,77.91343516103905
train_transaction,V278,460110,77.91343516103905
train_transaction,V279,12,0.0020320384732617604
train_transaction,V280,12,0.0020320384732617604
train_transaction,V281,1269,0.21488806854743117
train_transaction,V282,1269,0.21488806854743117
train_transaction,V283,1269,0.21488806854743117
train_transaction,V284,12,0.0020320384732617604
train_transaction,V285,12,0.0020320384732617604
train_transaction,V286,12,0.0020320384732617604
train_transaction,V287,12,0.0020320384732617604
train_transaction,V288,1269,0.21488806854743117
train_transaction,V289,1269,0.21488806854743117
train_transaction,V290,12,0.0020320384732617604
train_transaction,V291,12,0.0020320384732617604
train_transaction,V292,12,0.0020320384732617604
train_transaction,V293,12,0.0020320384732617604
train_transaction,V294,12,0.0020320384732617604
train_transaction,V295,12,0.0020320384732617604
train_transaction,V296,1269,0.21488806854743117
train_transaction,V297,12,0.0020320384732617604
train_transaction,V298,12,0.0020320384732617604
train_transaction,V299,12,0.0020320384732617604
train_transaction,V300,1269,0.21488806854743117
train_transaction,V301,1269,0.21488806854743117
train_transaction,V302,12,0.0020320384732617604
train_transaction,V303,12,0.0020320384732617604
train_transaction,V304,12,0.0020320384732617604
train_transaction,V305,12,0.0020320384732617604
train_transaction,V306,12,0.0020320384732617604
train_transaction,V307,12,0.0020320384732617604
train_transaction,V308,12,0.0020320384732617604
train_transaction,V309,12,0.0020320384732617604
train_transaction,V310,12,0.0020320384732617604
train_transaction,V311,12,0.0020320384732617604
train_transaction,V312,12,0.0020320384732617604
train_transaction,V313,1269,0.21488806854743117
train_transaction,V314,1269,0.21488806854743117
train_transaction,V315,1269,0.21488806854743117
train_transaction,V316,12,0.0020320384732617604
train_transaction,V317,12,0.0020320384732617604
train_transaction,V318,12,0.0020320384732617604
train_transaction,V319,12,0.0020320384732617604
train_transaction,V320,12,0.0020320384732617604
train_transaction,V321,12,0.0020320384732617604
train_transaction,V322,508189,86.05496664070174
train_transaction,V323,508189,86.05496664070174
train_transaction,V324,508189,86.05496664070174
train_transaction,V325,508189,86.05496664070174
train_transaction,V326,508189,86.05496664070174
train_transaction,V327,508189,86.05496664070174
train_transaction,V328,508189,86.05496664070174
train_transaction,V329,508189,86.05496664070174
train_transaction,V330,508189,86.05496664070174
train_transaction,V331,508189,86.05496664070174
train_transaction,V332,508189,86.05496664070174
train_transaction,V333,508189,86.05496664070174
train_transaction,V334,508189,86.05496664070174
train_transaction,V335,508189,86.05496664070174
train_transaction,V336,508189,86.05496664070174
train_transaction,V337,508189,86.05496664070174
train_transaction,V338,508189,86.05496664070174
train_transaction,V339,508189,86.05496664070174
train_identity,TransactionID,0,0.0
train_identity,id_01,0,0.0
train_identity,id_02,3361,2.33025729202055
train_identity,id_03,77909,54.016071218098496
train_identity,id_04,77909,54.016071218098496
train_identity,id_05,7368,5.108400990064687
train_identity,id_06,7368,5.108400990064687
train_identity,id_07,139078,96.42592194574057
train_identity,id_08,139078,96.42592194574057
train_identity,id_09,69307,48.05211012736336
train_identity,id_10,69307,48.05211012736336
train_identity,id_11,3255,2.256765095366525
train_identity,id_12,0,0.0
train_identity,id_13,16913,11.726165301976662
train_identity,id_14,64189,44.50368500967185
train_identity,id_15,3248,2.2519118370969196
train_identity,id_16,14893,10.325653629890525
train_identity,id_17,4864,3.37232117476583
train_identity,id_18,99120,68.72213709761289
train_identity,id_19,4915,3.4076806278729554
train_identity,id_20,4972,3.4472000166397425
train_identity,id_21,139074,96.42314865530079
train_identity,id_22,139064,96.41621542920136
train_identity,id_23,139064,96.41621542920136
train_identity,id_24,139486,96.70879757059757
train_identity,id_25,139101,96.44186836576928
train_identity,id_26,139070,96.42037536486103
train_identity,id_27,139064,96.41621542920136
train_identity,id_28,3255,2.256765095366525
train_identity,id_29,3255,2.256765095366525
train_identity,id_30,66668,46.22243175972211
train_identity,id_31,3951,2.7393176318872934
train_identity,id_32,66647,46.2078719849133
train_identity,id_33,70944,49.18707923984109
train_identity,id_34,66428,46.056034333335646
train_identity,id_35,3248,2.2519118370969196
train_identity,id_36,3248,2.2519118370969196
train_identity,id_37,3248,2.2519118370969196
train_identity,id_38,3248,2.2519118370969196
train_identity,DeviceType,3423,2.373243293837055
train_identity,DeviceInfo,25567,17.72617916842886
